task,method,layer,feature,source_order,training_observed_count,training_missing_count,training_missing_rate,training_median,scaling_center,scaling_scale,retained,retained_order,exclusion_reason,duplicate_of_feature,rank_policy
Nowcasting,Ordered Probit,direct,shortwave_radiation_sum_l12,114,3697,708,0.16072644721906923,301790974,313848805.06729329,189874241.34560063,True,106,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,temperature_2m_mean_l12,115,3484,921,0.2090805902383655,288.2880620476202,283.37186827907783,22.34036613416357,True,107,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,price_index_l12,116,4213,192,0.043586833144154367,93.572601309999996,117.12836797969806,95.152759786501306,True,108,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,rainfall_chirps_l12,117,2581,1824,0.41407491486946651,7.3273607518165376,18.177785795688308,30.819111908271509,True,109,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,nightlight_mean_l12,118,3780,625,0.14188422247446084,0.27754898002655348,0.71015331367879897,2.8173959237001434,True,110,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,EVI_l12,119,2356,2049,0.46515323496027244,1275.1138066323888,1732.1297741087465,1189.5951016257941,True,111,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_battles_w5_l12,120,4405,0,0,0,1.8417720161592528,4.7227943464415487,True,112,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_explosions_w5_l12,121,4405,0,0,0,0.35818603867934951,2.448380062783388,True,113,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_violence_w5_l12,122,4405,0,0,0,3.050124316553851,5.8649945347989174,True,114,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_battles_w5_l12,123,4405,0,0,0,2.2586831877175131,4.9092595299602264,True,115,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_explosions_w5_l12,124,4405,0,0,0,0.37660445121669545,2.3596388764667262,True,116,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_violence_w5_l12,125,4405,0,0,2.53460760387282,4.4822739994466367,7.2684655555257622,True,117,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_battles_w10_l12,126,4405,0,0,0,1.9405391659823756,4.7447251328897098,True,118,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_explosions_w10_l12,127,4405,0,0,0,0.37655504827373798,2.4632374266050747,True,119,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_violence_w10_l12,128,4405,0,0,0,3.1778469200092316,5.8617569509960772,True,120,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_battles_w10_l12,129,4405,0,0,0,2.3850080810308922,4.9066084872918392,True,121,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_explosions_w10_l12,130,4405,0,0,0,0.39900606784426701,2.377271170641063,True,122,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_violence_w10_l12,131,4405,0,0,2.9046503404278483,4.6199089344115976,7.2293793546263254,True,123,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,rainfall_chirps_z_l12,132,2581,1824,0.41407491486946651,-0.50209145881719575,-0.35919259831456707,0.70003511018208642,True,124,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,temperature_2m_mean_z_l12,133,3484,921,0.2090805902383655,0.72906823403458743,0.37378937585331162,1.0293248221652802,True,125,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,GOSIF_GPP_l12,134,4405,0,0,7965,11662.232463110102,10318.720745774415,True,126,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,WFP_Price_Change_s12_l12,135,1777,2628,0.59659477866061295,5.8427742887739447,6.198387362631288,3.7721986285655329,True,127,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,WFP_Price_Volatility_s12_l12,136,1631,2774,0.62973893303064699,83.463402616195808,272.01441051125761,794.39320546338149,True,128,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_battles_s12_l12,137,3119,1286,0.29194097616345061,2.1320071635561044,3.3845922280978691,4.5937592133333371,True,129,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_explosions_s12_l12,138,3119,1286,0.29194097616345061,0,0.43267553519121216,0.86273549605320687,True,130,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_violence_s12_l12,139,3119,1286,0.29194097616345061,1.2060453783110543,1.7437795630974577,1.6693870024548934,True,131,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_battles_s12_l12,140,3119,1286,0.29194097616345061,0.51492865054443726,0.51416356836070509,0.08889425713122262,True,132,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_explosions_s12_l12,141,3119,1286,0.29194097616345061,0.28867513459481281,0.25008465402611485,0.16988837997880252,True,133,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_violence_s12_l12,142,3119,1286,0.29194097616345061,0.4923659639173309,0.49820861333408195,0.12034868443763831,True,134,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,precipitation_sum_s12_l12,143,2398,2007,0.45561861520998864,0.0075593467484984999,0.015068883003767393,0.018473613498969789,True,135,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,soil_moisture_mean_s12_l12,144,2398,2007,0.45561861520998864,0.0159336550172904,0.021182894409055648,0.019609563064455146,True,136,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,shortwave_radiation_sum_s12_l12,145,2398,2007,0.45561861520998864,112947118.07172993,120903495.88900608,37932413.365451194,True,137,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,temperature_2m_mean_s12_l12,146,2398,2007,0.45561861520998864,8.5358166365693933,8.4123310990720679,1.0120742050022944,True,138,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,price_index_s12_l12,147,2929,1476,0.3350737797956867,9.0893725660765519,11.979408715597479,11.683710359749208,True,139,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,rainfall_chirps_s12_l12,148,1695,2710,0.61520998864926224,17.411243638080968,18.491606697459837,10.706356565127063,True,140,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,nightlight_mean_s12_l12,149,2587,1818,0.4127128263337117,0.091000941431826105,0.17831587521789224,0.35161774821488673,True,141,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,EVI_s12_l12,150,1144,3261,0.74029511918274693,131.9464785881346,235.37133085117992,354.41442598512731,True,142,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_battles_w5_s12_l12,151,3119,1286,0.29194097616345061,2.1737054559870583,2.8149263219765013,2.5068793481797562,True,143,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_explosions_w5_s12_l12,152,3119,1286,0.29194097616345061,0,0.63082304361596708,1.412534163015053,True,144,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_violence_w5_s12_l12,153,3119,1286,0.29194097616345061,2.0406447584184679,2.7351399922395032,2.6841209886606796,True,145,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_battles_w5_s12_l12,154,3119,1286,0.29194097616345061,1.7241824167295794,2.6403102757176917,2.9295417230967677,True,146,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_explosions_w5_s12_l12,155,3119,1286,0.29194097616345061,0.8473156973421252,1.1039276272300569,1.5330399176445531,True,147,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_violence_w5_s12_l12,156,3119,1286,0.29194097616345061,1.6628584965830586,2.558029082991911,2.954136493371665,True,148,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_battles_w10_s12_l12,157,3119,1286,0.29194097616345061,2.2832570766954343,2.9193789085696982,2.4583129644304544,True,149,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_explosions_w10_s12_l12,158,3119,1286,0.29194097616345061,0,0.66779301580084516,1.4268808426403421,True,150,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,fatalities_violence_w10_s12_l12,159,3119,1286,0.29194097616345061,2.1407147501493258,2.8192324388184211,2.64160396628716,True,151,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_battles_w10_s12_l12,160,3119,1286,0.29194097616345061,1.8414797036503707,2.7341033957134551,2.8742314802342275,True,152,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_explosions_w10_s12_l12,161,3119,1286,0.29194097616345061,0.98204319658477424,1.1932004837622718,1.5220199679083917,True,153,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,event_count_violence_w10_s12_l12,162,3119,1286,0.29194097616345061,1.768077108043737,2.6312127205896534,2.9067246311119845,True,154,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,rainfall_chirps_z_s12_l12,163,1695,2710,0.61520998864926224,0.95807160775209377,0.97815243360716519,0.18660420560825169,True,155,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,temperature_2m_mean_z_s12_l12,164,2398,2007,0.45561861520998864,1.0493525075509487,1.0487894100455877,0.045246609144717974,True,156,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,GOSIF_GPP_s12_l12,165,3119,1286,0.29194097616345061,3546.6297788011075,3767.1510287035435,2399.9270093333544,True,157,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,NY.GDP.PCAP.KD_l12,166,42,4363,0.9904653802497162,477.84789121823758,489.71184019630357,206.94240572598974,True,158,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,cpi_l12,167,38,4367,0.99137343927355281,1.0488990132060001,1.049946958055215,0.034784928218228719,True,159,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,GDP_l12,168,42,4363,0.9904653802497162,477.84789121823758,489.71184019630357,206.94240572598974,False,,exact_duplicate_after_scaling,NY.GDP.PCAP.KD_l12,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,CPI_l12,169,38,4367,0.99137343927355281,1.0488990132060001,1.049946958055215,0.034784928218228719,False,,exact_duplicate_after_scaling,cpi_l12,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,infra_index_l12,170,32,4373,0.99273552780930763,6.9863094780000008,7.0099661073248596,0.72570046464094007,True,160,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,CC.PER.RNK_l12,171,44,4361,0.990011350737798,8.5714282989502006,8.6274252723754525,1.2523838392507429,True,161,,,training_only_pivoted_qr
Nowcasting,Ordered Probit,direct,gini_l12,172,38,4367,0.99137343927355281,0.44057787526100001,0.44044325453008365,0.0034466701699151342,True,162,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,elevation,0,4405,0,0,686,878.17185017026111,692.50389245773056,True,0,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,infra_index_m12_l12,1,2461,1944,0.441316685584563,9.4342897630000007,11.206658111544153,7.0308963693327691,True,1,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,infra_index_s12_l12,2,2461,1944,0.441316685584563,0.24857821299999999,0.40113483395891036,0.58505803858415961,True,2,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,market_access,3,4405,0,0,231,338.66628830874009,336.07329258588084,True,3,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,nitrogen_5-15cm_mean,4,4405,0,0,1552,1829.1788876276958,1075.1945348926433,True,4,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,phh2o_5-15cm_mean,5,4405,0,0,65,67.39818388195232,10.303692575828091,True,5,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,cec_5-15cm_mean,6,4405,0,0,189,192.21203178206582,64.646946464974675,True,6,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,cfvo_5-15cm_mean,7,4405,0,0,116,128.36163450624289,71.147527687754604,True,7,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,soc_5-15cm_mean,8,4405,0,0,161,205.21906923950056,136.4382749083762,True,8,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_4000,9,4405,0,0,0,0.002724177071509648,0.052122508868939814,True,9,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_7000,10,4405,0,0,0,0.0065834279228149826,0.080870800661302242,True,10,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_9000,11,4405,0,0,0,0.018615209988649264,0.13516169555657309,True,11,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_10000,12,4405,0,0,0,0.0065834279228149826,0.080870800661302242,True,12,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_12000,13,4405,0,0,0,0.16345062429057888,0.36977630766396985,True,13,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_17000,14,4405,0,0,0,0.10805902383654938,0.31045494230893061,True,14,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_19000,15,4405,0,0,0,0.061975028376844495,0.24111019106320206,True,15,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_25000,16,4405,0,0,0,0.012258796821793417,0.11003871465205055,True,16,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_30000,17,4405,0,0,0,0.0056753688989784334,0.07512096303189239,True,17,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_31000,18,4405,0,0,0,0.29580022701475595,0.4564016353090497,False,,pivoted_qr_rank_dependent,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_32000,19,4405,0,0,0,0.086265607264472188,0.28075585883070014,True,18,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_33000,20,4405,0,0,0,0.079909194097616348,0.27115256737911564,True,19,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_34000,21,4405,0,0,0,0.0095346197502837685,0.097178756817018735,True,20,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_36000,22,4405,0,0,0,0.1185017026106697,0.32320125168235669,True,21,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_40000,23,4405,0,0,0,0.0011350737797956867,0.033671729793850913,True,22,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,aez_groupid_43000,24,4405,0,0,0,0.02292849035187287,0.14967556474607652,True,23,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,slope,25,4405,0,0,1.26734003424644,1.4823619066208995,2.0391883043783237,True,24,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,estimated_population,26,4405,0,0,238951,533004.97956867202,810072.30684026016,True,25,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,lat,27,4405,0,0,6.9140074108156302,9.4623936511999105,13.364491359027866,True,26,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,lon,28,4405,0,0,33.569841536019112,23.056812297300301,47.595863518623879,True,27,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,cropland,29,4405,0,0,0,6.9434733257661749,19.16422203806362,True,28,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,rangeland,30,4405,0,0,28,32.646538024971626,30.997457549085389,True,29,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,area,31,4405,0,0,26343.998460499999,48773.458295484168,83099.153184179959,True,30,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,es_urban_pop,32,4405,0,0,0,79064.499886492616,492467.68579371745,True,31,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,urban_area,33,4405,0,0,0,56.844961153824947,319.16714294974815,True,32,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,distance_to_river,34,4405,0,0,0.015052533414577299,0.26490722669763472,0.79959600194477243,True,33,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,ruggedness_index,35,4405,0,0,0.0426350112483471,0.14026277176481847,0.22598532515419009,True,34,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fews_ipc_ha,36,4405,0,0,0,0.01021566401816118,0.10055498111396187,True,35,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,WFP_Price_Change_l12,37,2915,1490,0.33825198637911463,1.2823,4.1093239287402623,13.508331420613615,True,36,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,WFP_Price_Volatility_l12,38,2837,1568,0.35595913734392737,68.528390685088596,1859.5113085035466,12261.523710612049,True,37,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_l12,39,4405,0,0,0,1.0183881952326901,2.6071372637359418,True,38,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_l12,40,4405,0,0,0,0.13711691259931896,0.79800850088781605,True,39,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_l12,41,4405,0,0,0,1.3866061293984109,3.1843334490218638,True,40,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_l12,42,4405,0,0,0,0.38660612939841088,0.52337197152252068,True,41,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_l12,43,4405,0,0,0,0.069920544835414308,0.3007612257468647,True,42,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_l12,44,4405,0,0,1,0.62292849035187292,0.52856738305328721,True,43,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,precipitation_sum_l12,45,3484,921,0.2090805902383655,0.0062197189508075004,0.026540264390071545,0.044485869775315844,True,44,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,soil_moisture_mean_l12,46,3484,921,0.2090805902383655,0.17127805640568591,0.16547181260947336,0.1387417421227993,True,45,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,shortwave_radiation_sum_l12,47,3697,708,0.16072644721906923,301790974,313848805.06729329,189874241.34560063,True,46,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,temperature_2m_mean_l12,48,3484,921,0.2090805902383655,288.2880620476202,283.37186827907783,22.34036613416357,True,47,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,price_index_l12,49,4213,192,0.043586833144154367,93.572601309999996,117.12836797969806,95.152759786501306,True,48,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,rainfall_chirps_l12,50,2581,1824,0.41407491486946651,7.3273607518165376,18.177785795688308,30.819111908271509,True,49,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,nightlight_mean_l12,51,3780,625,0.14188422247446084,0.27754898002655348,0.71015331367879897,2.8173959237001434,True,50,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,EVI_l12,52,2356,2049,0.46515323496027244,1275.1138066323888,1732.1297741087465,1189.5951016257941,True,51,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_w5_l12,53,4405,0,0,0,1.8417720161592528,4.7227943464415487,True,52,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_w5_l12,54,4405,0,0,0,0.35818603867934951,2.448380062783388,True,53,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_w5_l12,55,4405,0,0,0,3.050124316553851,5.8649945347989174,True,54,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_w5_l12,56,4405,0,0,0,2.2586831877175131,4.9092595299602264,True,55,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_w5_l12,57,4405,0,0,0,0.37660445121669545,2.3596388764667262,True,56,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_w5_l12,58,4405,0,0,2.53460760387282,4.4822739994466367,7.2684655555257622,True,57,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_w10_l12,59,4405,0,0,0,1.9405391659823756,4.7447251328897098,True,58,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_w10_l12,60,4405,0,0,0,0.37655504827373798,2.4632374266050747,True,59,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_w10_l12,61,4405,0,0,0,3.1778469200092316,5.8617569509960772,True,60,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_w10_l12,62,4405,0,0,0,2.3850080810308922,4.9066084872918392,True,61,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_w10_l12,63,4405,0,0,0,0.39900606784426701,2.377271170641063,True,62,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_w10_l12,64,4405,0,0,2.9046503404278483,4.6199089344115976,7.2293793546263254,True,63,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,rainfall_chirps_z_l12,65,2581,1824,0.41407491486946651,-0.50209145881719575,-0.35919259831456707,0.70003511018208642,True,64,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,temperature_2m_mean_z_l12,66,3484,921,0.2090805902383655,0.72906823403458743,0.37378937585331162,1.0293248221652802,True,65,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,GOSIF_GPP_l12,67,4405,0,0,7965,11662.232463110102,10318.720745774415,True,66,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,WFP_Price_Change_s12_l12,68,1777,2628,0.59659477866061295,5.8427742887739447,6.198387362631288,3.7721986285655329,True,67,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,WFP_Price_Volatility_s12_l12,69,1631,2774,0.62973893303064699,83.463402616195808,272.01441051125761,794.39320546338149,True,68,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_s12_l12,70,3119,1286,0.29194097616345061,2.1320071635561044,3.3845922280978691,4.5937592133333371,True,69,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_s12_l12,71,3119,1286,0.29194097616345061,0,0.43267553519121216,0.86273549605320687,True,70,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_s12_l12,72,3119,1286,0.29194097616345061,1.2060453783110543,1.7437795630974577,1.6693870024548934,True,71,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_s12_l12,73,3119,1286,0.29194097616345061,0.51492865054443726,0.51416356836070509,0.08889425713122262,True,72,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_s12_l12,74,3119,1286,0.29194097616345061,0.28867513459481281,0.25008465402611485,0.16988837997880252,True,73,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_s12_l12,75,3119,1286,0.29194097616345061,0.4923659639173309,0.49820861333408195,0.12034868443763831,True,74,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,precipitation_sum_s12_l12,76,2398,2007,0.45561861520998864,0.0075593467484984999,0.015068883003767393,0.018473613498969789,True,75,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,soil_moisture_mean_s12_l12,77,2398,2007,0.45561861520998864,0.0159336550172904,0.021182894409055648,0.019609563064455146,True,76,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,shortwave_radiation_sum_s12_l12,78,2398,2007,0.45561861520998864,112947118.07172993,120903495.88900608,37932413.365451194,True,77,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,temperature_2m_mean_s12_l12,79,2398,2007,0.45561861520998864,8.5358166365693933,8.4123310990720679,1.0120742050022944,True,78,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,price_index_s12_l12,80,2929,1476,0.3350737797956867,9.0893725660765519,11.979408715597479,11.683710359749208,True,79,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,rainfall_chirps_s12_l12,81,1695,2710,0.61520998864926224,17.411243638080968,18.491606697459837,10.706356565127063,True,80,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,nightlight_mean_s12_l12,82,2587,1818,0.4127128263337117,0.091000941431826105,0.17831587521789224,0.35161774821488673,True,81,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,EVI_s12_l12,83,1144,3261,0.74029511918274693,131.9464785881346,235.37133085117992,354.41442598512731,True,82,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_w5_s12_l12,84,3119,1286,0.29194097616345061,2.1737054559870583,2.8149263219765013,2.5068793481797562,True,83,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_w5_s12_l12,85,3119,1286,0.29194097616345061,0,0.63082304361596708,1.412534163015053,True,84,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_w5_s12_l12,86,3119,1286,0.29194097616345061,2.0406447584184679,2.7351399922395032,2.6841209886606796,True,85,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_w5_s12_l12,87,3119,1286,0.29194097616345061,1.7241824167295794,2.6403102757176917,2.9295417230967677,True,86,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_w5_s12_l12,88,3119,1286,0.29194097616345061,0.8473156973421252,1.1039276272300569,1.5330399176445531,True,87,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_w5_s12_l12,89,3119,1286,0.29194097616345061,1.6628584965830586,2.558029082991911,2.954136493371665,True,88,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_battles_w10_s12_l12,90,3119,1286,0.29194097616345061,2.2832570766954343,2.9193789085696982,2.4583129644304544,True,89,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_explosions_w10_s12_l12,91,3119,1286,0.29194097616345061,0,0.66779301580084516,1.4268808426403421,True,90,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,fatalities_violence_w10_s12_l12,92,3119,1286,0.29194097616345061,2.1407147501493258,2.8192324388184211,2.64160396628716,True,91,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_battles_w10_s12_l12,93,3119,1286,0.29194097616345061,1.8414797036503707,2.7341033957134551,2.8742314802342275,True,92,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_explosions_w10_s12_l12,94,3119,1286,0.29194097616345061,0.98204319658477424,1.1932004837622718,1.5220199679083917,True,93,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,event_count_violence_w10_s12_l12,95,3119,1286,0.29194097616345061,1.768077108043737,2.6312127205896534,2.9067246311119845,True,94,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,rainfall_chirps_z_s12_l12,96,1695,2710,0.61520998864926224,0.95807160775209377,0.97815243360716519,0.18660420560825169,True,95,,,training_only_pivoted_qr
Forecasting,Ensemble OLS,layer1_shared,temperature_2m_mean_z_s12_l12,97,2398,2007,0.45561861520998864,1.0493525075509487,1.0487894100455877,0.045246609144717974,True,96,,,training_only_pivoted_qr
